Srta. Sophia Cardoso,685.724.390-56,63.614.748-8,Avenida de Moreira,25/08/2024,22/03/2026
Luiz Fernando Cunha,750.329.614-34,87.561.845-9,Núcleo de Fogaça,31/10/2024,06/07/2025
Srta. Mirella da Mata,702.851.643-17,85.419.110-6,Setor Murilo Moura,24/04/2024,21/09/2025
Fernanda da Mota,539.072.146-25,95.176.610-4,Morro de da Rosa,21/07/2024,21/05/2025
João Gabriel Costela,269.304.587-83,22.153.668-2,Feira Ribeiro,07/11/2024,02/06/2026
Benjamin Fernandes,657.218.493-55,79.562.911-6,Colônia Diego Pires,30/11/2024,27/11/2025
Renan Costela,135.908.746-00,43.252.702-8,Estrada Rodrigues,31/07/2024,14/10/2025
Esther da Cunha,257.398.401-04,98.820.497-6,Quadra Costa,20/02/2024,22/12/2025
Isadora Santos,749.035.168-57,19.350.211-2,Quadra de Jesus,21/10/2024,26/06/2026
Pedro da Paz,382.691.754-55,66.370.934-4,Jardim de Martins,01/11/2024,04/06/2025
Catarina Silva,731.940.285-88,46.527.209-5,Residencial Almeida,04/01/2024,20/08/2025
Emilly Ferreira,970.485.623-74,88.126.623-7,Loteamento de Araújo,04/03/2024,15/08/2025
João Lucas Dias,174.532.806-80,52.637.674-0,Trecho Beatriz Cardoso,07/03/2024,25/08/2025
Gabriel Caldeira,203.586.497-65,38.874.662-8,Vila Barbosa,23/12/2024,18/11/2026
Matheus Ribeiro,417.968.523-09,39.777.321-2,Conjunto de Vieira,13/06/2023,08/04/2025
Srta. Amanda da Cruz,180.934.526-05,95.200.815-3,Travessa de Castro,22/08/2023,27/07/2025
Dra. Rafaela Correia,179.463.058-93,88.915.582-8,Núcleo de Monteiro,08/02/2024,12/12/2025
Ana Clara Ramos,850.971.243-32,62.866.932-2,Pátio de Silveira,22/10/2024,12/12/2025
Sr. Joaquim Duarte,159.783.026-77,47.360.490-6,Trecho Nogueira,04/01/2024,17/10/2025
Caio Santos,527.843.910-60,55.698.165-8,Alameda Sabrina da Cunha,18/05/2024,24/08/2025
Miguel da Mata,517.982.346-37,94.896.796-5,Fazenda de Pinto,30/04/2024,26/12/2025
Benjamin Cunha,810.394.756-39,68.227.875-4,Trecho Helena Lopes,21/10/2024,30/01/2026
Yuri da Mota,349.850.761-39,26.917.668-7,Chácara de Barbosa,15/08/2024,08/06/2025
Lucca Carvalho,745.623.091-99,32.166.945-6,Residencial Gabriela Rodrigues,13/01/2024,08/08/2025
Gabrielly Nunes,742.038.519-04,22.110.649-6,Área de Barbosa,19/02/2024,28/05/2025
Gustavo Almeida,207.963.584-00,55.600.913-6,Distrito Luiza Moura,29/06/2024,28/02/2026
Juliana Rocha,196.730.452-16,27.136.263-4,Conjunto Benjamin Jesus,01/03/2024,07/01/2026
Cauã Rocha,935.017.846-00,78.403.829-9,Aeroporto Monteiro,20/06/2024,17/10/2025
Nicolas Almeida,439.781.026-50,79.228.756-8,Viaduto de Moraes,12/01/2024,28/11/2025
Maria Cecília Cavalcanti,793.206.815-03,96.322.916-6,Praça Oliveira,30/10/2024,14/10/2026
Cecília Caldeira,715.869.042-30,55.670.482-4,Lagoa Viana,01/06/2024,28/09/2025
Olivia Pinto,465.283.197-82,67.535.434-4,Viaduto Bernardo Lopes,05/09/2024,07/03/2026
Ian Cardoso,687.431.902-78,13.568.159-2,Viaduto Carvalho,16/05/2024,19/08/2025
Isaac da Mota,135.890.246-15,42.349.999-9,Trevo Kevin Fernandes,22/10/2023,24/05/2025
João Costela,754.826.913-73,10.665.470-1,Recanto de Souza,24/11/2024,26/12/2025
João Lima,718.243.065-71,38.818.511-0,Trevo Rafael Gonçalves,03/10/2024,22/02/2026
Maitê da Conceição,427.985.163-82,94.181.288-4,Lagoa Noah Duarte,21/11/2023,08/04/2025
Esther da Cruz,891.274.563-82,49.462.412-8,Colônia de Ferreira,17/10/2024,09/10/2026
Brenda Ribeiro,246.587.391-19,13.877.335-9,Pátio Almeida,22/05/2024,01/07/2025
Benjamin Gonçalves,204.687.953-83,57.687.415-1,Esplanada de Moreira,24/02/2024,02/05/2025
Ana Sophia Araújo,435.196.802-89,86.211.104-8,Viaduto Mariana Pinto,10/06/2024,12/08/2025
Isabelly Mendes,248.703.615-07,68.349.741-3,Alameda Nicolas Fogaça,30/04/2024,18/08/2025
Kamilly Nascimento,027.645.138-44,25.193.979-6,Parque da Rosa,08/10/2023,25/05/2025
Sr. Davi Ferreira,192.705.648-94,46.697.155-8,Quadra Luiza Correia,30/11/2024,03/09/2025
Augusto Vieira,765.128.930-77,36.534.651-5,Vale Oliveira,10/08/2024,04/04/2026
Sofia Rodrigues,405.681.932-70,84.357.510-3,Vereda Joana da Cunha,09/11/2024,12/09/2026
Evelyn Teixeira,384.270.569-74,22.752.744-7,Viaduto de Castro,20/09/2024,21/06/2026
Carlos Eduardo Duarte,613.984.270-04,63.619.185-9,Praia Gomes,18/06/2024,03/12/2025
Emilly Fogaça,254.681.793-00,47.996.791-2,Distrito de Teixeira,17/08/2024,03/06/2025
Valentina Fernandes,295.706.413-80,95.227.824-4,Trecho da Rocha,07/12/2024,29/07/2026
Sophia Melo,243.698.571-55,39.486.877-0,Conjunto Rebeca Moura,10/07/2024,19/07/2025
Marcela Araújo,146.805.932-70,97.878.760-3,Pátio de Peixoto,27/12/2024,17/04/2026
Stephany Oliveira,947.236.850-65,15.314.207-2,Aeroporto Sofia Moura,16/07/2024,06/05/2026
Maria Luiza Ramos,509.237.681-30,92.306.807-9,Morro de Cardoso,23/12/2024,06/06/2025
Luiz Gustavo Jesus,687.340.512-44,47.181.701-8,Setor Pinto,23/10/2024,07/09/2026
Enzo Gabriel Vieira,217.935.680-30,43.336.549-1,Jardim Moura,28/06/2023,12/05/2025
João Felipe da Cruz,934.720.185-50,77.851.687-0,Aeroporto Caldeira,17/11/2024,30/03/2026
Gabriel Porto,783.519.420-14,62.790.672-1,Área Mirella Fernandes,10/11/2024,11/08/2025
Alexia Pires,897.614.025-76,24.905.585-1,Vereda Rafaela Pires,19/07/2023,31/03/2025
Agatha Almeida,408.312.769-40,13.905.189-0,Morro Castro,24/06/2024,21/06/2025
Maria da Luz,598.471.602-01,12.204.965-5,Aeroporto de Sales,07/11/2024,04/11/2026
Pedro Miguel da Mota,612.387.409-87,57.633.912-7,Área Martins,13/01/2024,16/04/2025
Maitê Barbosa,814.609.723-50,47.947.202-3,Esplanada Campos,02/11/2024,04/04/2025
Yasmin Freitas,423.069.185-89,94.311.991-4,Morro Lavínia Moreira,02/05/2024,05/03/2026
Sra. Pietra Melo,196.502.873-02,73.789.743-1,Passarela de Dias,06/07/2023,15/04/2025
Vitória Ferreira,831.659.207-02,74.224.992-0,Quadra de Cavalcanti,19/10/2024,07/08/2026
Maria Luiza Rodrigues,265.438.071-80,42.118.289-9,Quadra de Cardoso,20/07/2024,28/05/2026
Manuela das Neves,259.360.784-00,56.410.882-7,Rodovia Clara Rezende,12/10/2024,31/07/2025
Maria Araújo,572.341.809-23,73.275.219-8,Chácara de Jesus,30/07/2024,03/05/2025
Emanuelly da Cruz,685.234.970-56,97.286.157-7,Aeroporto de Araújo,13/01/2024,25/11/2025
Olivia Rodrigues,863.709.425-29,55.100.373-6,Praça de Carvalho,05/12/2024,01/12/2025
Sra. Olivia Nascimento,903.716.528-12,91.711.968-0,Vila Campos,14/03/2024,12/01/2026
Rodrigo Moraes,592.371.684-46,70.495.514-8,Largo de Porto,29/12/2023,12/06/2025
Dra. Nicole Barros,083.564.921-06,84.173.190-3,Residencial Milena Barros,05/07/2024,23/12/2025
Emanuella da Costa,376.582.014-80,44.875.708-0,Viela Ana Carolina Rodrigues,05/07/2024,06/01/2026
Isadora Porto,214.360.578-17,76.168.100-7,Setor Marcela Barbosa,06/11/2024,22/12/2025
Caio Jesus,928.304.651-05,75.854.261-0,Trecho de Moreira,19/02/2024,09/12/2025
Otávio Rezende,549.612.073-06,93.691.900-1,Área Vitor Campos,08/08/2024,08/08/2026
Luiz Henrique Gomes,819.546.207-30,77.403.223-7,Distrito de Monteiro,30/12/2024,11/08/2026
Dra. Marina Almeida,796.245.310-99,89.678.157-2,Setor de Aragão,20/07/2024,27/08/2025
Antônio Aragão,680.137.594-66,12.904.328-0,Distrito Yago da Cruz,21/03/2024,30/08/2025
Luiz Miguel Azevedo,950.314.728-04,20.974.376-0,Feira de Rodrigues,30/11/2023,25/05/2025
Diogo Rezende,034.291.758-79,36.918.948-3,Aeroporto Vinicius Oliveira,04/10/2024,04/07/2026
Eduardo Correia,493.021.685-06,32.752.275-3,Conjunto Lorena Teixeira,05/01/2024,19/08/2025
Isabella Pereira,250.173.846-26,61.391.274-1,Chácara Lima,14/07/2024,23/11/2025
Laís Monteiro,874.053.162-71,66.266.675-0,Largo Moreira,14/06/2024,22/08/2025
Esther Ferreira,518.604.392-33,35.418.524-9,Feira Rodrigo Cardoso,16/11/2024,14/07/2026
Rafael Gomes,253.870.469-38,59.282.611-1,Esplanada de da Cunha,03/02/2024,15/01/2026
Lucas Gabriel Porto,730.246.891-50,81.866.112-5,Rua Ana Lívia Teixeira,19/05/2024,20/08/2025
Bruna Rodrigues,821.760.539-40,63.758.811-6,Colônia Souza,27/07/2024,28/04/2025
Dr. Marcelo Mendes,867.205.391-59,39.522.880-1,Loteamento de Fogaça,07/01/2024,11/12/2025
Diego da Mata,425.687.019-94,45.906.272-4,Vila Fernando Azevedo,01/07/2024,24/02/2026
Pietro Lopes,059.748.621-20,40.541.462-5,Jardim da Cruz,31/12/2024,11/03/2026
Daniel da Luz,941.576.230-61,70.620.831-2,Condomínio Novaes,16/04/2023,05/04/2025
Noah Fogaça,302.851.674-80,85.488.391-5,Praia Pinto,02/12/2023,28/11/2025
Enrico Monteiro,213.469.857-82,68.672.435-0,Residencial de Costela,08/09/2024,17/04/2025
João Pedro Sales,678.413.259-91,12.810.805-2,Jardim Souza,04/11/2024,21/10/2025
Sophie Costela,495.163.270-52,39.546.823-5,Chácara Oliveira,14/11/2023,07/10/2025
Bryan Oliveira,840.691.357-66,46.679.188-2,Pátio Ana Costela,04/11/2024,17/01/2026
Lara Rodrigues,854.910.362-42,39.551.461-1,Campo André Campos,03/10/2023,07/07/2025
Srta. Alice Jesus,569.380.147-01,89.743.357-2,Viaduto Enzo Gabriel Almeida,15/02/2024,19/08/2025
Felipe Moraes,107.598.642-76,20.627.369-2,Pátio João Lucas Lima,22/01/2024,15/10/2025
Benício Santos,807.965.243-00,36.968.192-9,Rua Duarte,15/09/2024,02/12/2025
Joana da Luz,813.906.257-02,58.123.732-9,Estação Thiago da Paz,25/04/2024,14/08/2025
Yuri Mendes,603.149.827-87,14.302.775-3,Lagoa de Gonçalves,19/05/2024,13/04/2026
Thomas Santos,879.465.231-73,25.658.683-0,Rodovia de da Rosa,24/11/2024,17/07/2025
Bruno Peixoto,972.601.453-07,69.695.416-1,Via de Dias,21/10/2024,11/03/2026
Eloah Moreira,524.769.083-47,55.728.162-0,Conjunto de da Luz,06/04/2024,12/09/2025
Samuel Freitas,487.301.269-40,43.248.553-9,Alameda Pietra Jesus,22/02/2024,01/09/2025
Thales Ferreira,831.259.640-24,84.729.499-9,Fazenda Sophia da Costa,17/11/2024,19/08/2025
Thomas da Mota,934.580.176-66,57.723.439-3,Campo Souza,31/08/2024,20/05/2026
João Felipe da Luz,057.398.214-79,57.943.681-8,Vereda da Conceição,01/03/2024,19/11/2025
Paulo Cardoso,036.482.197-31,88.355.671-5,Largo de Cunha,19/01/2024,04/11/2025
Sr. Kaique Cunha,106.739.582-21,21.377.187-1,Núcleo da Cunha,16/12/2024,15/11/2026
Thales da Mata,635.420.198-60,13.266.563-8,Viaduto de Pereira,21/09/2024,12/03/2026
Sabrina Sales,431.298.607-03,15.505.267-2,Quadra de Pinto,27/07/2024,30/06/2025
Brenda Pinto,961.420.578-49,67.725.155-2,Loteamento Sabrina Moreira,02/09/2024,14/02/2026
Davi Lucca Oliveira,304.527.691-16,85.236.435-0,Vila da Costa,04/11/2024,14/05/2025
Enrico Almeida,760.859.231-12,68.441.714-9,Trevo Correia,14/10/2024,22/09/2025
Manuela Correia,197.563.480-20,93.449.639-4,Distrito de Rocha,10/05/2024,07/05/2026
Lucas Rezende,478.196.305-66,82.930.876-8,Trevo de Pereira,08/09/2024,13/09/2025
Luiz Miguel Vieira,491.380.265-89,86.819.351-4,Rodovia Rodrigues,03/04/2024,16/11/2025
Sr. Luiz Miguel Aragão,432.978.560-92,38.329.639-3,Favela Ana Luiza Ferreira,23/06/2024,09/02/2026
Stephany da Rosa,017.925.364-61,49.562.411-2,Trevo de Lima,12/04/2024,19/04/2025
Laura Rodrigues,983.571.264-64,64.140.633-8,Área João Miguel Melo,08/02/2024,25/08/2025
Renan Ramos,194.206.853-06,92.930.526-0,Parque de Correia,06/10/2023,10/07/2025
Helena Rezende,674.812.509-01,23.696.559-1,Distrito Ana Beatriz Almeida,30/11/2024,27/06/2026
João Rezende,964.817.230-78,52.653.990-3,Trecho Azevedo,07/06/2024,10/03/2026
Ryan Ramos,814.567.039-00,13.391.916-9,Trevo Davi Lucca Sales,27/11/2023,07/06/2025
Lorenzo Cardoso,169.345.208-15,94.773.531-2,Trecho de Cunha,14/08/2024,25/05/2026
Júlia da Luz,140.937.628-13,39.221.757-5,Largo de Ferreira,26/06/2024,17/03/2026
Sr. Joaquim Oliveira,631.702.548-71,16.259.794-2,Recanto Monteiro,11/12/2023,26/06/2025
Juliana da Rocha,682.573.190-40,96.855.901-6,Lagoa Otávio das Neves,24/11/2023,05/06/2025
Sr. Thomas Nascimento,472.860.931-69,92.643.538-4,Rodovia da Cruz,11/01/2024,22/08/2025
Dra. Rafaela Correia,576.238.094-74,76.881.383-1,Passarela Vitor Castro,01/09/2024,05/09/2025
Isabel Martins,384.961.527-82,69.287.577-5,Jardim de Oliveira,05/03/2024,26/10/2025
Dr. Alexandre Fogaça,859.213.074-32,25.801.612-6,Trecho Mariane Porto,09/04/2024,08/08/2025
Luiz Fernando Dias,204.381.697-78,91.521.895-6,Viaduto Cardoso,12/12/2024,10/04/2026
Dr. Juan Pires,469.570.821-30,65.510.682-3,Viaduto de Gonçalves,24/11/2024,22/03/2026
Maria Eduarda Costa,204.675.938-92,76.821.864-1,Distrito da Mota,18/01/2024,18/10/2025
Olivia das Neves,826.953.704-74,25.478.305-7,Rodovia Pires,10/05/2024,15/11/2025
Manuela Almeida,237.961.548-91,74.838.463-1,Praia Raquel da Costa,12/01/2024,16/12/2025
Kamilly da Costa,398.641.507-66,12.466.981-0,Quadra Monteiro,10/04/2024,02/01/2026
Dra. Emanuella Dias,601.425.839-60,83.889.786-6,Vila Sabrina Carvalho,30/04/2024,02/01/2026
Pedro Farias,468.312.905-15,56.717.321-8,Praça Aragão,11/12/2024,17/08/2025
Igor Nunes,835.291.640-89,57.487.976-1,Trevo Cavalcanti,30/01/2024,14/07/2025
Dra. Maitê Azevedo,402.659.731-80,59.255.626-0,Distrito Moraes,23/07/2024,17/04/2025
Dra. Luna Cardoso,893.052.174-60,50.376.987-8,Estrada Antônio Cunha,03/10/2024,30/05/2025
Benjamin da Conceição,201.758.346-44,48.539.557-1,Vale de Mendes,13/11/2024,12/02/2026
Lorena Cunha,012.439.675-52,30.343.924-9,Trevo Melo,17/09/2024,22/04/2025
Sr. Marcelo Souza,857.139.402-41,29.742.923-7,Núcleo de Nunes,25/10/2023,12/08/2025
Luiz Otávio Caldeira,520.643.918-51,27.958.624-4,Estrada de Aragão,12/04/2024,30/10/2025
Erick Barbosa,680.941.573-48,60.150.759-1,Largo Ferreira,03/08/2024,11/07/2026
Carolina Rezende,452.016.798-11,19.304.453-6,Viaduto de Fogaça,14/08/2024,27/04/2025
Gabriela Oliveira,680.139.752-40,42.408.513-0,Vila Martins,13/12/2024,13/10/2025
Isabella Peixoto,386.095.214-51,70.292.861-3,Fazenda Isabelly Rocha,06/04/2024,03/11/2025
Isaac Nascimento,120.735.964-52,85.479.922-1,Vereda Gonçalves,07/12/2024,14/10/2025
Pedro Campos,609.574.238-29,40.447.965-8,Vereda Lopes,25/11/2024,08/10/2026
João Vitor da Cruz,684.195.307-00,68.731.763-4,Campo de Silveira,12/06/2024,16/03/2026
Sra. Julia Nogueira,170.654.893-10,16.728.902-7,Trevo de Mendes,09/08/2024,25/04/2026
Sofia Fernandes,095.423.786-29,37.816.378-6,Sítio Alexandre Porto,12/03/2024,03/02/2026
Marcela Fogaça,271.386.590-59,26.999.355-6,Trevo da Cruz,03/07/2023,08/05/2025
Luna Santos,341.657.920-80,32.169.200-1,Rodovia de Cardoso,15/11/2023,15/07/2025
Sr. André Caldeira,719.023.854-97,94.690.230-9,Praça Gabriel Moraes,09/03/2024,24/10/2025
Sra. Emilly Araújo,841.309.762-22,52.289.281-0,Fazenda Vieira,05/05/2024,10/01/2026
Arthur Cunha,597.620.381-77,76.403.474-5,Travessa Bryan Aragão,23/12/2024,16/07/2025
Ana Clara da Cunha,062.957.483-92,28.959.593-1,Travessa Lima,15/08/2024,01/04/2026
Dr. Carlos Eduardo Oliveira,964.107.358-39,10.285.273-1,Área de Rezende,09/09/2024,28/02/2026
Maria Alice Correia,603.148.579-66,24.418.349-2,Lago Maria Eduarda Aragão,11/02/2024,20/11/2025
Kevin Monteiro,520.934.718-41,17.941.953-6,Vila Rocha,13/07/2024,01/06/2026
Enzo da Costa,425.961.807-58,71.158.602-0,Sítio de da Conceição,11/10/2024,27/12/2025
Benício Fernandes,728.036.419-50,72.954.413-2,Aeroporto de Mendes,08/12/2024,25/07/2025
Benjamin Gomes,457.820.361-17,68.101.536-1,Trevo de Teixeira,29/07/2024,24/01/2026
Maria Alice da Conceição,567.219.038-30,87.837.402-8,Vila Viana,27/05/2024,06/05/2026
Anthony Moreira,628.354.709-56,86.109.708-0,Via Leandro Freitas,15/12/2023,27/05/2025
Marina da Rocha,720.418.365-71,39.571.366-0,Vila de Gonçalves,27/06/2024,14/05/2025
Augusto Pires,180.732.459-14,68.880.680-4,Vila Mendes,27/09/2023,04/06/2025
Davi Luiz Jesus,451.980.276-85,49.603.941-1,Morro de Viana,05/03/2024,29/12/2025
Rafaela Rocha,568.394.702-29,40.839.999-9,Praia da Rocha,22/07/2024,17/06/2026
Thomas Vieira,932.451.086-05,23.919.941-7,Área de Monteiro,03/08/2024,15/07/2026
Gustavo Henrique da Rocha,671.924.083-87,33.709.809-4,Vereda de Costela,09/07/2023,05/06/2025
Ana Sophia Costela,460.123.587-17,38.754.758-0,Largo Araújo,03/05/2024,05/03/2026
Guilherme Barbosa,581.260.943-89,46.154.599-7,Pátio de Araújo,29/03/2024,04/06/2025
Yuri Araújo,849.317.025-97,47.168.173-6,Viaduto de Ribeiro,20/12/2024,27/10/2026
Maria Cavalcanti,693.850.417-20,71.794.906-8,Trecho de Viana,26/07/2023,30/06/2025
Carolina Duarte,486.932.507-10,14.710.638-9,Área da Mata,20/04/2024,01/05/2025
Nathan Silva,720.469.815-02,96.113.415-8,Núcleo Cunha,25/12/2024,29/09/2025
Daniela Barros,561.837.094-84,15.352.389-3,Praia da Conceição,29/12/2023,05/07/2025
Ana Duarte,981.654.702-30,47.802.146-1,Passarela Fernandes,25/12/2023,28/04/2025
Sabrina Costela,724.013.596-99,95.243.627-6,Conjunto Lucca Rodrigues,27/08/2024,08/10/2025
Srta. Giovanna Nogueira,817.659.340-01,47.486.171-0,Fazenda Isabel Campos,03/09/2023,18/05/2025
Srta. Mariana Freitas,081.935.746-48,96.804.840-6,Lagoa Heitor Costela,04/09/2023,23/05/2025
Sra. Gabrielly Ribeiro,012.876.349-31,52.605.262-9,Vale de Monteiro,13/03/2024,12/07/2025
Kamilly da Cruz,738.490.162-69,60.276.987-5,Quadra Azevedo,17/08/2024,26/05/2026
Benício Santos,476.583.291-00,48.161.233-8,Travessa de Silveira,08/06/2024,27/06/2025
Heloísa Cardoso,134.260.785-62,63.592.577-8,Travessa Marina Rodrigues,17/01/2024,17/04/2025
Caio Monteiro,547.163.809-39,13.955.511-2,Setor Stephany Cardoso,26/07/2024,25/07/2025
Marcela Rodrigues,982.457.106-01,41.179.474-1,Rua Amanda Ramos,15/04/2024,09/01/2026
Thales Carvalho,065.371.489-01,80.829.373-3,Avenida Moreira,30/06/2024,12/06/2026
Giovanna Campos,103.625.478-07,96.188.935-1,Via Pires,07/10/2024,27/10/2025
Nicolas da Cruz,013.869.542-33,20.492.398-2,Alameda da Rocha,30/12/2023,23/12/2025
Renan Pereira,958.307.462-47,97.920.247-2,Vereda de Oliveira,28/08/2023,08/07/2025
Srta. Clara da Rocha,143.598.702-05,88.891.925-7,Núcleo Beatriz Cunha,22/09/2024,26/09/2025
Francisco Moraes,148.937.506-66,48.463.372-0,Vereda Duarte,28/12/2024,14/09/2026
Letícia da Mata,906.234.871-87,25.893.644-5,Ladeira de Rodrigues,24/11/2023,21/06/2025
Esther Cunha,174.285.360-90,37.721.385-4,Fazenda Ferreira,19/11/2024,01/01/2026
Vitor Hugo Monteiro,814.273.695-00,67.351.963-1,Fazenda de Cardoso,29/05/2024,06/11/2025
Sra. Mariane Cardoso,825.903.614-24,47.241.751-3,Fazenda Guilherme Gonçalves,24/04/2024,09/05/2025
Eloah Melo,247.865.039-83,89.379.177-7,Sítio Gustavo Henrique Freitas,07/10/2023,02/04/2025
Maria Viana,234.819.705-79,46.573.104-7,Via Marina Lima,28/04/2024,03/05/2025
Ana Lívia Fogaça,354.710.629-06,35.902.614-8,Travessa Calebe Viana,18/07/2023,26/04/2025
Gustavo Almeida,689.074.315-66,41.812.112-9,Feira Thiago Silveira,20/10/2024,30/04/2026
Juan Dias,053.148.926-42,92.458.756-8,Viaduto de Santos,18/11/2023,04/05/2025
Alana Freitas,263.908.471-22,75.641.164-7,Vereda de Nascimento,21/09/2024,12/05/2026
Maria Vitória Freitas,160.873.294-04,95.398.645-2,Fazenda Vicente Vieira,22/10/2024,25/08/2026
Theo da Rosa,810.295.463-98,35.697.953-2,Pátio Rodrigues,31/08/2023,04/05/2025
Breno Teixeira,671.890.532-12,82.110.710-5,Morro João Guilherme da Costa,30/06/2024,22/02/2026
Theo Caldeira,685.417.392-28,84.535.347-4,Trevo Novaes,08/12/2023,09/08/2025
João Felipe Castro,846.132.709-87,17.396.929-7,Quadra Bárbara Cardoso,16/01/2024,18/04/2025
Vicente Pires,583.476.102-07,92.877.185-6,Ladeira de Caldeira,10/04/2024,15/03/2026
João Pedro Pires,107.468.539-39,68.366.367-3,Feira Pereira,15/01/2024,23/05/2025
Srta. Valentina da Costa,724.319.850-32,99.614.385-0,Viela de da Mota,22/07/2023,02/06/2025
Daniel Castro,869.203.574-29,31.485.790-1,Campo da Rosa,17/08/2024,20/02/2026
Dra. Alice Azevedo,321.967.480-13,55.387.355-6,Fazenda de Alves,23/06/2023,24/05/2025
Agatha Nogueira,720.893.615-30,84.757.645-1,Alameda Ana Luiza Teixeira,03/02/2024,21/12/2025
Gustavo Henrique Caldeira,467.592.310-07,94.565.311-6,Lago Moraes,11/12/2024,22/05/2025
Maria da Cruz,831.492.076-22,59.696.351-2,Rua de Ferreira,27/12/2023,22/05/2025
Murilo Nogueira,195.630.784-20,68.179.151-5,Praça Luiz Otávio Teixeira,27/09/2024,11/05/2025
Amanda da Rosa,748.052.931-79,49.717.490-8,Chácara de Campos,25/12/2023,25/04/2025
Srta. Lívia Freitas,386.954.701-48,79.995.756-2,Ladeira Barbosa,30/06/2024,10/03/2026
João Novaes,524.796.830-10,90.674.522-7,Rua Elisa Caldeira,23/10/2024,06/08/2025
Esther Costela,785.962.430-38,48.366.352-4,Ladeira Correia,03/10/2024,02/09/2026
Rafael Costa,783.204.196-03,27.172.914-9,Área de Peixoto,20/03/2024,15/11/2025
Sophie Nogueira,874.692.503-10,21.550.600-0,Rua de Costa,05/08/2024,27/07/2025
Isabella Ramos,276.048.135-26,17.946.942-4,Residencial Catarina Pereira,08/10/2024,21/02/2026
Marcelo Ferreira,069.473.528-00,78.692.174-4,Ladeira da Mota,22/05/2024,20/09/2025
Enzo Gabriel da Mota,296.857.104-49,63.790.862-2,Área Monteiro,11/12/2023,27/09/2025
Emanuella Cunha,873.659.421-00,38.480.871-1,Conjunto Benjamin Nunes,10/09/2024,11/05/2026
Dr. Heitor Nogueira,172.390.456-25,25.340.902-2,Aeroporto de Moraes,10/12/2024,09/11/2025
Caio Nascimento,759.618.430-84,60.553.327-7,Área Castro,04/12/2023,24/11/2025
Camila Alves,509.248.763-10,39.458.984-5,Vereda Emilly Barros,01/07/2024,12/05/2026
Isabel Rodrigues,578.316.402-07,74.883.406-9,Vale Maria Sophia Santos,16/02/2024,16/08/2025
Lucas Monteiro,467.850.932-10,94.550.535-6,Parque Lima,13/01/2024,30/05/2025
Maria Santos,341.852.796-55,47.145.624-2,Condomínio de Gonçalves,03/04/2024,25/03/2026
Ana Clara Pires,436.027.518-80,28.607.413-2,Passarela de Cavalcanti,28/11/2024,02/07/2025
Amanda da Costa,193.620.547-52,97.883.735-7,Passarela Nathan Ferreira,14/09/2024,10/05/2025
Ana Beatriz da Conceição,726.130.859-59,31.584.160-3,Feira da Costa,07/09/2023,27/05/2025
Pedro Lucas Nogueira,089.172.346-31,29.904.215-4,Campo Ana Carolina Barbosa,21/06/2024,14/06/2025
Gabrielly Peixoto,614.528.730-62,93.795.658-6,Estrada Martins,22/07/2023,07/05/2025
Vitor Hugo Nascimento,468.319.207-13,48.348.849-9,Parque da Costa,13/07/2024,12/06/2025
Pietro da Rocha,594.821.306-42,21.547.442-8,Alameda Cardoso,04/02/2024,04/04/2025
Caroline Porto,710.325.684-53,99.739.391-0,Chácara de Costela,27/03/2024,09/08/2025
Dra. Maria Julia Moraes,731.405.986-10,35.683.937-5,Morro Levi Santos,23/05/2024,08/11/2025
Calebe Azevedo,019.674.523-34,27.753.694-2,Estação de Barros,03/07/2024,05/12/2025
Dra. Luiza Rezende,325.180.469-33,31.663.811-1,Lago Fogaça,12/09/2024,20/04/2025
Maria Rodrigues,092.318.674-31,15.309.826-5,Jardim Porto,17/10/2024,10/01/2026
Cauã Correia,793.458.102-50,87.503.999-3,Lagoa Ana Vitória da Costa,20/11/2024,27/06/2026
Sr. Heitor Melo,692.345.871-46,50.131.491-9,Setor de Ramos,30/09/2024,03/04/2025
Bárbara das Neves,031.546.872-62,63.125.820-5,Colônia Melo,04/12/2024,15/08/2025
Cauê Silva,936.815.702-21,50.628.838-1,Setor Costela,08/02/2024,16/04/2025
Mariana das Neves,264.890.175-20,67.638.749-7,Ladeira de Farias,18/10/2023,17/07/2025
Emanuelly Castro,948.702.536-74,50.258.448-8,Vila João Felipe Aragão,24/09/2024,02/12/2025
Ana Fernandes,769.031.845-20,83.607.549-3,Largo Peixoto,26/12/2024,29/04/2025
Ana Julia Ribeiro,368.154.720-35,83.248.638-0,Travessa Ramos,24/03/2024,10/06/2025
Maria Julia Nogueira,586.109.732-12,10.638.707-6,Rua Lopes,24/12/2024,26/04/2025
Vicente Martins,302.879.164-13,68.191.267-2,Ladeira Enrico da Rocha,12/05/2024,24/07/2025
Cauê Ramos,420.163.587-26,19.582.410-7,Conjunto de Mendes,29/12/2024,03/05/2026
Dra. Joana Pires,132.058.967-77,98.325.571-4,Viela Ana Júlia Aragão,16/05/2024,21/11/2025
Vicente Carvalho,602.847.513-08,25.796.633-1,Campo Caldeira,27/06/2024,02/10/2025
Sra. Isabel Teixeira,746.819.205-76,70.705.208-9,Trecho de Vieira,13/11/2023,04/05/2025
Arthur Gonçalves,801.637.594-48,36.890.558-9,Estação Araújo,28/05/2024,24/10/2025
Noah Carvalho,581.074.326-90,29.699.150-0,Passarela Pedro Barbosa,29/12/2024,11/08/2026
Cecília da Paz,359.720.146-61,81.508.504-4,Favela Viana,02/01/2024,24/08/2025
